iter	RMSE
245	0.4977788079
246	0.4977432945
247	0.4976851642
248	0.4976525847
249	0.497585958
250	0.4975344643
251	0.4974928835
252	0.4974607734
253	0.497404591
254	0.4973520768
255	0.4973185517
256	0.4972848438
257	0.4972457488
258	0.4972109916
259	0.4971836402
260	0.4971573547
261	0.4971221701
262	0.4971016043
263	0.4970689471
264	0.4970430149
265	0.4969757007
266	0.4969433656
267	0.4969092075
268	0.496887638
269	0.4968552309
270	0.4968291984
271	0.4967944337
272	0.4967630091
273	0.4967322541
274	0.4967082758
275	0.4966877765
276	0.4966514266
277	0.4966153366
278	0.4965767559
279	0.4965548808
280	0.4965373597
281	0.4964950414
282	0.496470799
283	0.4964383283
284	0.49638786
285	0.4963665374
286	0.4962958986
287	0.4962648796
288	0.4962033956
289	0.4961762324
290	0.4961221203
291	0.4960913668
292	0.4960679971
293	0.496039195
294	0.4959721691
295	0.4959442185
296	0.4959150339
297	0.4958885658
298	0.4958582137
299	0.4958290785
300	0.4958088295
301	0.4957809948
302	0.4957638399
303	0.4957246226
304	0.4956984114
305	0.4956796561
306	0.4956555132
307	0.4956247146
308	0.4955994275
309	0.4955704658
310	0.4955440149
311	0.4955157426
312	0.4954823576
313	0.4954550052
314	0.4953969316
315	0.4953520675
316	0.4953204569
317	0.4953023046
318	0.4952726475
319	0.4952474466
320	0.4952245983
321	0.4951955834
322	0.4951558176
323	0.4951054481
324	0.4950819227
325	0.4950498861
326	0.4950295469
327	0.4950120394
328	0.4949818766
329	0.4949119775
330	0.494880577
331	0.494856751
332	0.4948453198
333	0.4948028305
334	0.494746609
335	0.4947269526
336	0.4946960781
337	0.4946724093
338	0.4946113474
339	0.4945301225
340	0.4945165811
341	0.4944944544
342	0.4944549506
343	0.4944319399
344	0.4944083552
345	0.4943706382
346	0.4943507471
347	0.4943375883
348	0.4943053476
349	0.4942746081
350	0.4942497375
351	0.4942193589
352	0.4941941881
353	0.4941720776
354	0.4941495246
355	0.4941316535
356	0.4940845906
357	0.4940296981
358	0.4940061949
359	0.4939796001
360	0.4939540784
361	0.4939195847
362	0.4938977044
363	0.4938657939
364	0.493852372
365	0.4937977027
366	0.4937821627
367	0.4937621108
368	0.4937428773
369	0.4937005823
370	0.4936619797
371	0.4936255301
372	0.493587658
373	0.4935688527
374	0.4935440631
375	0.4935295495
376	0.4935098093
377	0.4934872362
378	0.4934659093
379	0.4934376116
380	0.4933860768
381	0.493336025
382	0.4933154509
383	0.4932947522
384	0.4932704449
385	0.4932445301
386	0.4932229846
387	0.4932047585
388	0.4931856224
389	0.4931692818
390	0.4931338664
391	0.4930933671
392	0.4930433948
393	0.4930247537
394	0.4930036827
395	0.4929731578
396	0.4929271525
397	0.4929077948
398	0.4928815276
399	0.4928654673
400	0.4928279207
401	0.4928069689
402	0.4927894275
403	0.4927700939
404	0.4927347919
405	0.4927159449
406	0.4926931063
407	0.492675199
408	0.4926441104
409	0.4926161838
410	0.4925999747
411	0.4925825195
412	0.4925529139
413	0.4925185502
414	0.4924920991
415	0.4924763576
416	0.4924528548
417	0.4924395035
418	0.4924110916
419	0.4923681681
420	0.4923481019
421	0.4923326159
422	0.4923139347
423	0.4922941409
424	0.4922521139
425	0.4922285066
426	0.4922072916
427	0.4921752797
428	0.4921572929
429	0.4921268705
430	0.4921103018
431	0.4920900394
432	0.4920711323
433	0.4920439973
434	0.4920265518
435	0.4920152206
436	0.4920009962
437	0.4919808546
438	0.4919540842
439	0.491923796
440	0.4919078789
441	0.4918926084
442	0.4918772819
443	0.4918609108
444	0.491845837
445	0.491832351
446	0.4918201753
447	0.4918042133
448	0.4917928508
449	0.4917642966
450	0.4917334491
451	0.4917185364
452	0.491705558
453	0.4916895785
454	0.4916647456
455	0.491647993
456	0.491630006
457	0.4915930131
458	0.4915785672
459	0.4915574667
460	0.4915283427
461	0.4915167999
462	0.491494623
463	0.4914769658
464	0.4914667235
465	0.491440256
466	0.4914112581
467	0.4913896012
468	0.4913699698
469	0.4913601084
470	0.4913418798
471	0.4913162858
472	0.4912893559
473	0.491250723
474	0.49122984
475	0.4912021729
476	0.4911853142
477	0.4911715561
478	0.4911577166
479	0.4911400771
480	0.4911264029
481	0.491101929
482	0.4910895928
483	0.4910696593
484	0.4910292181
485	0.4910117496
486	0.4909941881
487	0.4909682498
488	0.4909558227
489	0.4909423076
490	0.4909280852
491	0.4909077433
492	0.4908871467
493	0.4908563519
494	0.4908444284
495	0.4908238407
496	0.4908101637
497	0.4907974422
498	0.4907821463
499	0.4907648038
500	0.4907170845
501	0.4906957954
502	0.4906807426
503	0.4906621774
504	0.4906417619
505	0.4906318359
506	0.490617471
507	0.4905943217
508	0.4905817866
509	0.4905739435
510	0.490547089
511	0.4905259978
512	0.4905048846
513	0.4904887307
514	0.4904648273
515	0.4904432636
516	0.4904277727
517	0.4904128135
518	0.4903903815
519	0.4903470002
520	0.4903372636
521	0.4903231751
522	0.4903095765
523	0.4902974663
524	0.4902811951
525	0.490262905
526	0.4902423839
527	0.4902255162
528	0.4902145294
529	0.4901960284
530	0.4901754237
531	0.4901610679
532	0.4901339729
533	0.4901226196
534	0.4901120438
535	0.4900884105
536	0.4900707362
537	0.4900518455
538	0.4900265261
539	0.4899969781
540	0.4899809706
541	0.4899715483
542	0.4899560786
543	0.4899367439
544	0.4899184504
545	0.4899006769
546	0.4898866358
547	0.4898530664
548	0.4898335539
549	0.4898079965
550	0.4898000733
551	0.4897879487
552	0.4897769843
553	0.4897664337
554	0.4897463858
555	0.4897334117
556	0.4897214754
557	0.4897122722
558	0.4896946564
559	0.4896826839
560	0.4896526432
561	0.489614402
562	0.4896016802
563	0.4895671333
564	0.4895525586
565	0.4895439009
566	0.4895269996
567	0.4895145484
568	0.4894952152
569	0.4894838358
570	0.4894686511
571	0.4894510721
572	0.4894365246
573	0.4894239207
574	0.4894117541
575	0.4893929549
576	0.4893722029
577	0.4893523443
578	0.4893352339
579	0.4893084269
580	0.4892894324
581	0.4892727094
582	0.4892603788
583	0.4892383803
584	0.4892268649
585	0.4892163122
586	0.4891877062
587	0.4891658923
588	0.4891445652
589	0.4891317698
590	0.4891178912
591	0.4891013736
592	0.489091285
593	0.4890664222
594	0.4890526849
595	0.4890294747
596	0.4890197891
597	0.4890061704
598	0.4889909684
599	0.488970081
600	0.4889591213
601	0.4889396533
602	0.4889271313
603	0.4889111404
604	0.4888923317
605	0.4888795392
606	0.488865306
607	0.4888533091
608	0.4888385446
609	0.4888262024
610	0.4888077618
611	0.4887852599
612	0.4887581367
613	0.4887251688
614	0.4887170012
615	0.4887049378
616	0.4886917651
617	0.4886814416
618	0.4886677041
619	0.4886417317
620	0.4886131038
621	0.4885965126
622	0.4885748556
623	0.4885653392
624	0.4885572922
625	0.4885443052
626	0.4885212627
627	0.4885024811
628	0.4884854726
629	0.4884729282
630	0.4884613473
631	0.4884462351
632	0.4884332419
633	0.4884095778
634	0.4883872512
635	0.4883742748
636	0.4883642263
637	0.4883449771
638	0.4883332011
639	0.4883152142
640	0.4883034923
641	0.4882895912
642	0.4882741557
643	0.4882591065
644	0.4882499364
645	0.4882329429
646	0.4882176648
647	0.4882024575
648	0.4881846213
649	0.4881671209
650	0.4881472891
651	0.4881360189
652	0.4881204045
653	0.4880914591
654	0.4880734398
655	0.4880549196
656	0.4880424969
657	0.4880282761
658	0.4880161813
659	0.4880069195
660	0.4879923007
661	0.4879753026
662	0.4879641093
663	0.4879517237
664	0.487928064
665	0.4879148556
666	0.4878870913
667	0.4878721379
668	0.4878644632
669	0.4878490331
670	0.4878330665
671	0.4878230952
672	0.4878133932
673	0.4878003695
674	0.4877846016
675	0.4877737095
676	0.4877590359
677	0.4877509957
678	0.4877238275
679	0.4877152354
680	0.4877039221
681	0.4876927541
682	0.4876677085
683	0.4876489435
684	0.4876326154
685	0.4876168296
686	0.4876034138
687	0.4875922305
688	0.4875716295
689	0.487564025
690	0.4875527388
691	0.4875383323
692	0.4875271833
693	0.4875178019
694	0.4875045979
695	0.487483064
696	0.4874754057
697	0.4874599605
698	0.4874465462
699	0.4874365737
700	0.4874249538
701	0.4874000919
702	0.4873849712
703	0.4873602019
704	0.4873340576
705	0.4873213545
706	0.4873125951
707	0.4872978636
708	0.4872875927
709	0.4872752545
710	0.4872640133
711	0.4872510147
712	0.4872389503
713	0.4872273467
714	0.4872175691
715	0.4872084518
716	0.4871905385
717	0.4871646752
718	0.4871587956
719	0.4871464056
720	0.4871382798
721	0.4871164581
722	0.4871066014
723	0.4870900604
724	0.4870719513
725	0.4870606546
726	0.4870443203
727	0.4870280579
728	0.4870162043
729	0.4870064503
730	0.4869972478
731	0.4869866389
732	0.4869668243
733	0.4869560393
734	0.4869396025
735	0.4869311565
736	0.4869137765
737	0.4869044645
738	0.4868952541
739	0.4868794098
740	0.4868700497
741	0.4868585444
742	0.4868474393
743	0.4868365814
744	0.4868143888
745	0.4868034491
746	0.4867931952
747	0.4867838134
748	0.4867616867
749	0.4867494245
750	0.4867283395
751	0.4867192315
752	0.4867071166
753	0.4866940732
754	0.4866780944
755	0.4866683411
756	0.4866561419
757	0.4866438813
758	0.4866349507
759	0.4866253097
760	0.4866194667
761	0.4866132426
762	0.4866037625
763	0.4865654859
764	0.486554466
765	0.4865379706
766	0.4865256969
767	0.4865140325
768	0.486505002
769	0.4864935358
770	0.4864753281
771	0.4864628216
772	0.4864475909
773	0.4864341674
774	0.4864116275
775	0.4863994574
776	0.4863820037
777	0.486364755
778	0.4863544876
779	0.486345275
780	0.4863343949
781	0.4863180627
782	0.4863079457
783	0.4862978329
784	0.4862893049
785	0.4862793593
786	0.4862699754
787	0.4862617134
788	0.4862548086
789	0.4862397847
790	0.4862274366
791	0.486206743
792	0.4861864592
793	0.4861771076
794	0.4861609801
795	0.4861503421
796	0.4861326374
797	0.486117546
798	0.4860961935
799	0.4860829162
800	0.4860664527
801	0.4860560695
802	0.4860441025
803	0.4860192949
804	0.4860109226
805	0.4859969964
806	0.4859891941
807	0.4859811335
808	0.4859717267
809	0.4859627698
810	0.4859512827
811	0.4859406148
812	0.4859299218
813	0.4859212021
814	0.4859094719
815	0.4858991956
816	0.4858837027
817	0.4858758728
818	0.4858629966
819	0.4858563696
820	0.4858429919
821	0.4858313593
822	0.4858209095
823	0.4858134212
824	0.4858037805
825	0.4857924354
826	0.4857823648
827	0.4857722046
828	0.4857593603
829	0.4857417819
830	0.4857284568
831	0.4857108793
832	0.4856955505
833	0.485685984
834	0.4856746599
835	0.4856669956
836	0.4856589541
837	0.4856464088
838	0.4856385682
839	0.4856294282
840	0.4856160073
841	0.485595907
842	0.4855862474
843	0.4855728448
844	0.4855618332
845	0.4855544607
846	0.4855444007
847	0.4855301662
848	0.4855196088
849	0.4855071521
850	0.4854997155
851	0.4854907728
852	0.4854833277
853	0.4854693384
854	0.4854614163
855	0.485446153
856	0.4854270899
857	0.4854158241
858	0.4854022868
859	0.4853834729
860	0.4853683381
861	0.4853597132
862	0.4853483842
863	0.4853344584
864	0.4853196369
865	0.4853111508
866	0.4853035854
867	0.4852971264
868	0.4852839847
869	0.4852749817
870	0.4852597477
871	0.4852457609
872	0.4852346941
873	0.4852216866
874	0.4852106439
875	0.4851976107
876	0.4851902609
877	0.4851799317
878	0.4851695441
879	0.4851635125
880	0.4851504543
881	0.4851418649
882	0.4851279186
883	0.4851152397
884	0.4851069975
885	0.4850945401
886	0.4850862361
887	0.4850756708
888	0.4850683292
889	0.4850566875
890	0.4850425862
891	0.4850333162
892	0.4850214773
893	0.4850085598
894	0.4849992329
895	0.4849934756
896	0.4849847784
897	0.4849743766
898	0.4849655046
899	0.4849576301
900	0.4849527562
901	0.4849385751
902	0.4849264175
903	0.4849174561
904	0.4849033922
905	0.4848967074
906	0.4848892118
907	0.484878101
908	0.4848486725
909	0.4848399456
910	0.4848276561
911	0.4848149487
912	0.4848051348
913	0.4847949942
914	0.4847889581
915	0.4847825126
916	0.4847591989
917	0.4847476013
918	0.4847388114
919	0.4847282135
920	0.4847163845
921	0.484704167
922	0.4846779833
923	0.4846705743
924	0.4846594321
925	0.484644952
926	0.4846278647
927	0.4846181216
928	0.4846010479
929	0.4845951914
930	0.4845820186
931	0.4845703455
932	0.4845591982
933	0.4845511825
934	0.4845421691
935	0.4845354526
936	0.4845259588
937	0.4845175766
938	0.4845102498
939	0.4845018897
940	0.484491238
941	0.4844812636
942	0.4844750331
943	0.4844704011
944	0.484464363
945	0.4844488808
946	0.4844419164
947	0.4844279407
948	0.4844183138
949	0.4844097536
950	0.4844043954
951	0.4843956515
952	0.4843864816
953	0.4843766725
954	0.4843600251
955	0.4843521932
956	0.4843412474
957	0.4843252783
958	0.4843168688
959	0.4843066525
960	0.4842890581
961	0.4842763909
962	0.4842552088
963	0.4842469108
964	0.4842322094
965	0.4842224464
966	0.4842166759
967	0.4842071855
968	0.4841946296
969	0.4841816289
970	0.4841756351
971	0.4841696965
972	0.4841576835
973	0.4841484857
974	0.4841370121
975	0.4841288252
976	0.484112311
977	0.4841015142
978	0.4840930685
979	0.4840761577
980	0.484067898
981	0.4840529699
982	0.4840427208
983	0.4840350362
984	0.4840289701
985	0.4840187434
986	0.4840085635
987	0.483994016
988	0.4839816351
989	0.4839773627
990	0.4839655427
991	0.4839611078
992	0.4839507101
993	0.4839390425
994	0.4839268962
995	0.4839126686
996	0.483899179
997	0.4838851861
998	0.4838771789
999	0.4838690689
